Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
post covid symptoms are causing major worry to patients and doctorsacupuncture can effectively tackle all these problems read article,1,1,2,2,Positive
talk about double standard on february 28th joe biden says its no time to panic about the coronavirus another media setup trump pence 2020,0,0,0,0,Neutral
que literal ominous laughter im not kidding after itll start getting cooler multiple people start quietly laughing its the uncomfortable laughter of expectations being met in the worst possible way climate change or coronavirus some things dont magically go away,0,0,1,0,Negative
donald j trump admitted his knowledge of this viruses lethality to bob woodward on feb 7th yet for 7 months has downplayed it to stifle panic and protect his reputation 200000 american lives are more important than your image mr president rant,1,1,2,3,Positive
oxford and astrazeneca resume coronavirus vaccine trial  free to read,0,0,1,1,Positive
but sexismmisogyny not a problem right for women and children around the world a double plague coronavirus and domestic violence,0,0,1,1,Positive
the covid19 pandemic is a double-hit for many women and children around the world as more are reporting or at risk of experiencing domesticviolence amid the coronavirus lockdowns,0,0,1,1,Positive
i guess hes not a method actor i went for a run around the park today he said im so terrified of being like arrested youre allowed to run around here but the terror ifeelfrom it is quite extreme batman,1,1,2,3,Negative
do irish people all dislike face coverings,1,1,2,2,Neutral
in a sometimes heated senate majority policy committee meeting in shippensburg local veterans clubs and other organizations said they worry about covid impacts,1,1,2,2,Negative
trump is in a full fledged panic mode isnt it poetic justice so coronavirus doesnt panic trump but woodward does trumpliedpeopledied trumptapes,0,0,0,0,Positive
an example please be careful in every respect phishers impersonate who exploit coronavirus-related anxiety help net security infosec cybersecurity cyberattack hacking privacy threat malware cyberwarning phishing coronavius tech technology tech1k,0,0,0,0,Negative
oil futures fell further on wednesday after big declines the previous session with brent sliding below 40 a barrel for the first time since june as covid-19 cases rebounded in several countries,1,1,3,3,Positive
the panic trump was trying to stop by downplaying the coronavirus was a stock market sell off he can talk about being a cheerleader and try to pull a reaganite optimism move but his inability to think about more than his own fortunes fucked us royally he stole a year from us,0,0,0,0,Positive
fauci denies hearing trump distort facts on coronavirus what are you going to do now to support your ongoing delusions start hating little fauci too seeing the projected death toll was 2m  id say trump saved 181m american lives via,0,0,1,1,Negative
in new tapes president trump admits to bob woodward he concealed critical details he knew about the coronavirus i wanted to always play it down,0,0,1,1,Negative
that a positive test for coronavirus equals a case is a complete abomination of medical terminology its a total lie and misrepresentation of reality but yet covid policies all around the world are being built on top of this lie coronavirus,0,0,0,0,Positive
i guess you can do what you want with s when you have an agenda to scare people into believing your actions are legit discrepancy in lincoln county deaths highlights concerns over kentuckys daily covid-19 reporting via,1,1,2,2,Neutral
us issues advisories against visiting mexico for coronavirus violence,0,0,0,0,Neutral
coronavirus influenza and anxiety chilling in schools this winter,0,0,0,0,Negative
trump says he misled on virus to instill calm but hes governed with scare tactics,1,1,2,2,Positive
birmingham stabbings violent outbreak inevitable due to coronavirus anger -police chief dont make bloody excuses just catch the barxtad,0,0,0,0,Negative
the only people misleading anyone is npr national propaganda radio 33020 trump i want to keep the country calm i dont want panic in the country to jim acosta of cnn 22820 biden in sumter sc its not a time to panic about coronavirus,0,0,0,0,Positive
tata steels european arm has warned that the coronavirus crisis could threaten its ability to carry on operating after sinking deeper into the red even before the full impact of the viral outbreak accounts for the continents,0,0,1,1,Positive
daily coronavirus thread us coronavirus deaths rose by 1000 for the first time in nearly a week and jpmorgan chase fired employees who allegedly pocketed business bailout funds follow our live coverage,0,0,1,1,Positive
trump says us could start distributing a coronavirus vaccine in october contradicting cdcs timeline cnbc,0,0,1,1,Neutral
president trump knew about the severity of the deadly coronavirus since late january yet he intentionally misled americans for months,0,0,1,1,Negative
since youre an activist and not a journalist where was your fake moral outrage when governor cuomo took sick coronavirus patients and put them with our at most risk are elderly california did the same thing chicago did the same thing 12 thousand in new york alone,0,0,1,1,Negative
coronavirus america six months in disarray dismay disconnect,0,0,0,0,Neutral
trump is so incompetent lots of world leaders managed the coronavirus pandemic wo causing panic in their constituents or lying their heads off like trump does,0,0,0,0,Negative
its going to disappear one day like a miracle its going to disappear the democrats are politicizing the coronavirus they tried the impeachment hoax they tried anything this is their new hoax theyre gonna have vaccines relatively soon --donald trump,0,0,1,1,Positive
